bike_type,started_at,ended_at,start_station_name,end_station_name,customer_type,trip_duration,month,hour,day_start,season,weekend,temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,visibility,condition
Classic Bike,09/07/2022 16:09:43,09/07/2022 16:45:12,Clark St & Bryn Mawr Av,Wilton Ave & Belmont Av,Member,"35,48333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:28:49,09/07/2022 16:31:09,Clark St & Columbia Av,Clark St & Lunt Av,Member,"2,333333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:13:15,09/07/2022 17:18:53,Streeter Dr & Grand Av,Michigan Ave & Oak St,Casual,"65,63333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:24:58,09/07/2022 16:33:02,Michigan Ave & Oak St,DuSable Lake Shore Dr & North Blvd,Casual,"8,066666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:00:36,09/07/2022 16:12:00,Southport Ave & Clybourn Av,Wood St & Augusta Blvd,Casual,"11,4",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:48:30,09/07/2022 17:00:32,Streeter Dr & Grand Av,Indiana Ave & Roosevelt Rd,Casual,"12,03333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:22:24,09/07/2022 16:35:22,Wabash Ave & Roosevelt Rd,Michigan Ave & Ida B Wells Dr,Casual,"12,96666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:08:57,09/07/2022 16:41:02,Streeter Dr & Grand Av,Clybourn Ave & Division St,Casual,"32,08333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:04:50,09/07/2022 16:10:05,Vincennes Ave & 75th St,Vincennes Ave & 75th St,Casual,"5,25",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:41:00,09/07/2022 17:36:27,Woodlawn Ave & 55th St,Clark St & 9th St (AMLI,Casual,"55,45",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:25:16,09/07/2022 16:57:28,Halsted St & Wrightwood Av,Marine Dr & Ainslie St,Casual,"32,2",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:29:36,09/07/2022 16:58:56,Streeter Dr & Grand Av,Marine Dr & Ainslie St,Casual,"29,33333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:52:15,09/07/2022 16:59:22,Not Available,Not Available,Casual,"7,116666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:39:06,09/07/2022 16:44:15,Lincoln Ave & Belmont Av,Southport Ave & Belmont Av,Member,"5,15",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:50:28,09/07/2022 17:25:27,Wentworth Ave & 24th St,Millennium Park,Casual,"34,98333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:23:02,09/07/2022 16:51:21,Mies van der Rohe Way & Chicago Av,Michigan Ave & Madison St,Casual,"28,31666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:52:41,09/07/2022 17:02:29,DuSable Lake Shore Dr & North Blvd,Mies van der Rohe Way & Chestnut St,Member,"9,8",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:15:00,09/07/2022 16:57:39,Aberdeen St & Monroe St,Not Available,Casual,"42,65",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:52:55,09/07/2022 16:56:08,Pine Grove Ave & Waveland Av,Broadway & Sheridan Rd,Casual,"3,216666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:17:24,09/07/2022 16:25:25,Hampden Ct & Diversey Av,Sheffield Ave & Webster Av,Member,"8,016666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:35:40,09/07/2022 16:57:01,DuSable Lake Shore Dr & Monroe St,Streeter Dr & Grand Av,Casual,"21,35",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:18:18,09/07/2022 16:33:01,DuSable Lake Shore Dr & Monroe St,Streeter Dr & Grand Av,Casual,"14,71666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:08:22,09/07/2022 16:41:31,Calumet Ave & 21st St,Shedd Aquariu,Casual,"33,15",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:35:07,09/07/2022 18:35:47,Larrabee St & Webster Av,Sedgwick St & Webster Av,Casual,"120,6666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:45:19,09/07/2022 16:59:26,May St & Taylor St,Michigan Ave & Ida B Wells Dr,Member,"14,11666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:41:59,09/07/2022 17:38:40,Michigan Ave & 8th St,Clark St & North Av,Casual,"56,68333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:08:19,09/07/2022 17:38:47,McCormick Plac,Calumet Ave & 21st St,Casual,"90,46666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:59:22,09/07/2022 17:33:48,Broadway & Cornelia Av,Broadway & Cornelia Av,Casual,"34,43333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:21:51,09/07/2022 16:37:29,Kilpatrick Ave & Parker Av,Central Park Ave & Bloomingdale Av,Casual,"15,63333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:27:44,09/07/2022 16:51:21,Streeter Dr & Grand Av,Michigan Ave & Ida B Wells Dr,Casual,"23,61666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:16:26,09/07/2022 16:24:31,Green St & Randolph St,Larrabee St & Kingsbury St,Casual,"8,083333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:45:27,09/07/2022 17:19:05,Millennium Park,Streeter Dr & Grand Av,Casual,"33,63333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:10:47,09/07/2022 16:53:28,Racine Ave & Wrightwood Av,Streeter Dr & Grand Av,Casual,"42,68333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:01:12,09/07/2022 16:31:43,Shedd Aquariu,Dearborn St & Erie St,Casual,"30,51666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:04:03,09/07/2022 16:31:39,DuSable Lake Shore Dr & North Blvd,Clark St & Grace St,Casual,"27,6",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:16:49,09/07/2022 16:58:33,Streeter Dr & Grand Av,Lincoln Ave & Waveland Av,Member,"41,73333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:28:02,09/07/2022 16:35:14,Lakefront Trail & Bryn Mawr Av,Clark St & Bryn Mawr Av,Casual,"7,2",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:03:29,09/07/2022 16:41:24,Clark St & Bryn Mawr Av,Kedzie Ave & Foster Av,Member,"37,91666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:01:54,09/07/2022 16:34:36,Streeter Dr & Grand Av,Michigan Ave & 8th St,Casual,"32,7",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:27:13,09/07/2022 16:35:59,Southport Ave & Waveland Av,Lincoln Ave & Waveland Av,Casual,"8,766666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:10:30,09/07/2022 16:20:57,Troy St & Elston Av,Monticello Ave & Irving Park Rd,Member,"10,45",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:22:38,09/07/2022 16:49:26,Columbus Dr & Randolph St,Ashland Ave & Augusta Blvd,Member,"26,8",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:42:08,09/07/2022 16:48:35,Not Available,DuSable Lake Shore Dr & North Blvd,Member,"6,45",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:29:30,09/07/2022 16:44:21,Clark St & North Av,DuSable Lake Shore Dr & North Blvd,Casual,"14,85",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:22:27,09/07/2022 17:54:47,Clark St & North Av,Clark St & North Av,Casual,"92,33333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:54:46,09/07/2022 17:26:40,Milwaukee Ave & Grand Av,Central Park Ave & Bloomingdale Av,Member,"31,9",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:49:47,09/07/2022 17:51:43,Millennium Park,Michigan Ave & Washington St,Casual,"61,93333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:44:34,09/07/2022 17:05:36,LaSalle St & Washington St,St. Clair St & Erie St,Casual,"21,03333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:19:37,09/07/2022 16:44:08,Wells St & Elm St,Aberdeen St & Monroe St,Casual,"24,51666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:26:41,09/07/2022 16:56:19,Kedzie Ave & Milwaukee Av,Damen Ave & Foster Av,Casual,"29,63333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:27:01,09/07/2022 16:44:07,Damen Ave & Wabansia Av,Clark St & Grace St,Member,"17,1",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:29:35,09/07/2022 16:33:41,Eckhart Park,Noble St & Milwaukee Av,Casual,"4,1",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:55:16,09/07/2022 17:12:27,DuSable Lake Shore Dr & Belmont Av,DuSable Lake Shore Dr & North Blvd,Member,"17,18333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:02:47,09/07/2022 16:22:32,Michigan Ave & 14th St,Adler Planetariu,Casual,"19,75",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:22:42,09/07/2022 16:37:06,Not Available,Not Available,Casual,"14,4",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:40:48,09/07/2022 16:53:38,Kingsbury St & Kinzie St,Rush St & Cedar St,Member,"12,83333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:06:53,09/07/2022 16:23:35,Theater on the Lak,Southport Ave & Wellington Av,Casual,"16,7",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:31:48,09/07/2022 16:45:24,Clark St & Wrightwood Av,Southport Ave & Wellington Av,Casual,"13,6",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:24:54,09/07/2022 17:05:09,Not Available,Fairbanks Ct & Grand Av,Member,"40,25",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:56:14,09/07/2022 17:03:23,Paulina St & Montrose Av,Western Ave & Leland Av,Casual,"7,15",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:24:42,09/07/2022 16:39:05,Dayton St & North Av,Lincoln Park Conservatory,Casual,"14,38333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:07:16,09/07/2022 16:27:43,Not Available,DuSable Lake Shore Dr & Wellington Av,Casual,"20,45",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:48:25,09/07/2022 17:05:46,Lincoln Park Conservatory,Wood St & Milwaukee Av,Casual,"17,35",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:40:32,09/07/2022 17:05:25,Blue Island Ave & 18th St,Green St & Madison St,Member,"24,88333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:56:01,09/07/2022 17:10:16,Streeter Dr & Grand Av,Indiana Ave & Roosevelt Rd,Member,"14,25",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:09:53,09/07/2022 16:21:24,Halsted St & Archer Av,State St & 33rd St,Casual,"11,51666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:34:38,09/07/2022 17:01:15,Rockwell St & Fletcher St,Wells St & Elm St,Casual,"26,61666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:00:34,09/07/2022 16:26:05,Sheridan Rd & Irving Park Rd,Not Available,Casual,"25,51666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:06:11,09/07/2022 16:49:41,Lakefront Trail & Bryn Mawr Av,Lincoln Ave & Balmoral Av,Casual,"43,5",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:08:23,09/07/2022 16:30:58,Talman Ave & Addison St,California Ave & Byron St,Member,"22,58333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:47:20,09/07/2022 17:50:24,63rd St Beach,Burnham Harbor,Casual,"63,06666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:34:14,09/07/2022 16:49:19,Sedgwick St & Webster Av,Mies van der Rohe Way & Chicago Av,Member,"15,08333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:13:55,09/07/2022 16:30:38,Leavitt St & Lawrence Av,Clark St & Winnemac Av,Member,"16,71666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:00:46,09/07/2022 18:36:25,Not Available,Fairbanks Ct & Grand Av,Member,"155,65",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:44:56,09/07/2022 17:07:53,Broadway & Argyle St,Western Ave & Leland Av,Member,"22,95",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:30:03,09/07/2022 17:38:09,Not Available,St. Clair St & Erie St,Casual,"68,1",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:44:23,09/07/2022 16:48:01,Lakefront Trail & Bryn Mawr Av,Lakefront Trail & Bryn Mawr Av,Casual,"3,633333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:50:23,09/07/2022 17:28:34,Not Available,Clark St & North Av,Casual,"38,18333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:14:47,09/07/2022 16:30:58,Ravenswood Ave & Lawrence Av,Lakefront Trail & Bryn Mawr Av,Casual,"16,18333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:07:48,09/07/2022 16:25:54,Clark St & Schiller St,Not Available,Casual,"18,1",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:39:33,09/07/2022 16:43:48,Ada St & Washington Blvd,Not Available,Casual,"4,25",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:29:35,09/07/2022 16:42:30,Wells St & Evergreen Av,Canal St & Adams St,Casual,"12,91666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:10:50,09/07/2022 16:15:25,Clinton St & Jackson Blvd,Canal St & Taylor St,Member,"4,583333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:36:52,09/07/2022 17:11:59,Rush St & Cedar St,Theater on the Lak,Member,"35,11666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:33:43,09/07/2022 16:44:47,Southport Ave & Wellington Av,Sheffield Ave & Waveland Av,Casual,"11,06666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:29:41,09/07/2022 16:31:40,Pine Grove Ave & Waveland Av,Sheffield Ave & Waveland Av,Casual,"1,983333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:48:31,09/07/2022 17:10:36,Theater on the Lak,Dusable Harbor,Casual,"22,08333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:31:13,09/07/2022 17:04:23,Streeter Dr & Grand Av,Adler Planetariu,Casual,"33,16666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:14:39,09/07/2022 16:25:06,Wells St & Hubbard St,Green St & Randolph St,Casual,"10,45",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:25:02,09/07/2022 17:08:32,Sheridan Rd & Montrose Av,Clark St & Elmdale Av,Casual,"43,5",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:48:56,09/07/2022 17:01:14,Christiana Ave & Lawrence Av,Lincoln Ave & Sunnyside Av,Member,"12,3",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:34:34,09/07/2022 16:52:52,California Ave & Milwaukee Av,Damen Ave & Thomas St (Augusta Blvd,Member,"18,3",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:11:05,09/07/2022 16:31:56,Clarendon Ave & Leland Av,Damen Ave & Foster Av,Member,"20,85",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:27:11,09/07/2022 16:36:06,DuSable Lake Shore Dr & Wellington Av,Burling St & Diversey Pkwy,Member,"8,916666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:55:54,09/07/2022 19:44:35,Fort Dearborn Dr & 31st St,McCormick Plac,Casual,"168,6833333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:58:09,09/07/2022 17:00:56,Halsted St & Polk St,Canal St & Taylor St,Member,"2,783333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:21:24,09/07/2022 16:25:10,Not Available,Public Rack - Kildare Ave & Division St,Member,"3,766666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:38:11,09/07/2022 17:04:28,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & North Blvd,Casual,"26,28333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:27:11,09/07/2022 17:01:13,Not Available,Field Blvd & South Water St,Casual,"34,03333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:53:51,09/07/2022 17:19:09,Lincoln Park Conservatory,Peoria St & Jackson Blvd,Casual,"25,3",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:53:38,09/07/2022 17:03:26,Clark St & Winnemac Av,Western Ave & Leland Av,Casual,"9,8",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:25:13,09/07/2022 16:43:03,Clark St & Armitage Av,Lincoln Ave & Roscoe St,Casual,"17,83333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
